pid,name,username,status,create_time,cpu_times,memory_info,memory_percent
4692,svchost.exe,,running,2023-12-14 12:04:53,5:57:58.095738,"pmem(rss=10285056, vms=6406144, num_page_faults=12143, peak_wset=14229504, wset=10285056, peak_paged_pool=143368, paged_pool=136904, peak_nonpaged_pool=45536, nonpaged_pool=13704, pagefile=6406144, peak_pagefile=7163904, private=6406144)",0.06217265576775802
4700,svchost.exe,,running,2023-12-14 12:04:53,5:57:58.104157,"pmem(rss=9949184, vms=2187264, num_page_faults=27824, peak_wset=21311488, wset=9949184, peak_paged_pool=260680, paged_pool=146072, peak_nonpaged_pool=16384, nonpaged_pool=14160, pagefile=2187264, peak_pagefile=13504512, private=2187264)",0.06014232610907377
4708,MemCompression,,running,2023-12-14 12:04:53,5:57:58.111404,"pmem(rss=990031872, vms=2859008, num_page_faults=1028756, peak_wset=1178198016, wset=990031872, peak_paged_pool=4224, paged_pool=4224, peak_nonpaged_pool=0, nonpaged_pool=0, pagefile=2859008, peak_pagefile=2863104, private=2859008)",5.9846937903852995
4716,ArmouryCrate.DenoiseAI.exe,HAL-9000\PrisonMike,running,2023-12-14 14:18:34,3:44:17.572219,"pmem(rss=10485760, vms=2793472, num_page_faults=3247, peak_wset=11333632, wset=10485760, peak_paged_pool=172168, paged_pool=171896, peak_nonpaged_pool=11816, nonpaged_pool=11416, pagefile=2793472, peak_pagefile=2793472, private=2793472)",0.0633859015394108
4824,RuntimeBroker.exe,HAL-9000\PrisonMike,running,2023-12-14 14:19:34,3:43:17.063980,"pmem(rss=18866176, vms=3244032, num_page_faults=7141, peak_wset=21245952, wset=18866176, peak_paged_pool=229928, paged_pool=213216, peak_nonpaged_pool=17240, nonpaged_pool=14264, pagefile=3244032, peak_pagefile=4161536, private=3244032)",0.11404510253536179
4836,svchost.exe,,running,2023-12-14 18:00:08,0:02:43.801131,"pmem(rss=20340736, vms=5115904, num_page_faults=9896, peak_wset=21254144, wset=20340736, peak_paged_pool=168696, paged_pool=155136, peak_nonpaged_pool=198424, nonpaged_pool=19400, pagefile=5115904, peak_pagefile=6635520, private=5115904)",0.12295874493934143
4856,StartMenuExperienceHost.exe,HAL-9000\PrisonMike,running,2023-12-14 14:18:29,3:44:22.492285,"pmem(rss=118898688, vms=78319616, num_page_faults=93672, peak_wset=133029888, wset=118898688, peak_paged_pool=1273472, paged_pool=1027584, peak_nonpaged_pool=237352, nonpaged_pool=50496, pagefile=78319616, peak_pagefile=80494592, private=78319616)",0.7187366991742253
4872,svchost.exe,,running,2023-12-14 12:07:13,5:55:38.930603,"pmem(rss=20930560, vms=4780032, num_page_faults=185739, peak_wset=22962176, wset=20930560, peak_paged_pool=190280, paged_pool=168088, peak_nonpaged_pool=20896, nonpaged_pool=15496, pagefile=4780032, peak_pagefile=6762496, private=4780032)",0.1265242019009333
4884,dasHost.exe,,running,2023-12-14 12:04:53,5:57:57.994086,"pmem(rss=8175616, vms=1961984, num_page_faults=3210, peak_wset=8347648, wset=8175616, peak_paged_pool=74280, paged_pool=71616, peak_nonpaged_pool=10456, nonpaged_pool=9648, pagefile=1961984, peak_pagefile=2023424, private=1961984)",0.04942119510650936
4944,svchost.exe,,running,2023-12-14 12:04:53,5:57:57.980686,"pmem(rss=7479296, vms=2449408, num_page_faults=11974, peak_wset=8552448, wset=7479296, peak_paged_pool=91392, paged_pool=90016, peak_nonpaged_pool=192248, nonpaged_pool=16888, pagefile=2449408, peak_pagefile=3391488, private=2449408)",0.04521197508240786
5048,svchost.exe,,running,2023-12-14 12:04:54,5:57:57.912642,"pmem(rss=8663040, vms=2994176, num_page_faults=29675, peak_wset=9199616, wset=8663040, peak_paged_pool=88112, paged_pool=88000, peak_nonpaged_pool=160064, nonpaged_pool=12472, pagefile=2994176, peak_pagefile=3223552, private=2994176)",0.05236764912338041
5096,AMDRSServ.exe,HAL-9000\PrisonMike,running,2023-12-14 14:18:40,3:44:11.953483,"pmem(rss=81747968, vms=6107136, num_page_faults=25292, peak_wset=91410432, wset=81747968, peak_paged_pool=851192, paged_pool=839128, peak_nonpaged_pool=34240, nonpaged_pool=21248, pagefile=6107136, peak_pagefile=6205440, private=6107136)",0.494162430829516
5132,chrome.exe,HAL-9000\PrisonMike,running,2023-12-14 17:31:04,0:31:47.463653,"pmem(rss=336904192, vms=275161088, num_page_faults=866155, peak_wset=443940864, wset=336904192, peak_paged_pool=951024, paged_pool=776432, peak_nonpaged_pool=3380256, nonpaged_pool=35840, pagefile=275161088, peak_pagefile=378331136, private=275161088)",2.036569208367038
5324,asus_framework.exe,HAL-9000\PrisonMike,running,2023-12-14 14:18:20,3:44:31.452878,"pmem(rss=4657152, vms=31887360, num_page_faults=16479, peak_wset=49082368, wset=4657152, peak_paged_pool=659480, paged_pool=657080, peak_nonpaged_pool=44736, nonpaged_pool=26800, pagefile=31887360, peak_pagefile=32063488, private=31887360)",0.028152253925902374
5476,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.272905,"pmem(rss=7512064, vms=2039808, num_page_faults=4044, peak_wset=8552448, wset=7512064, peak_paged_pool=94112, paged_pool=84992, peak_nonpaged_pool=16392, nonpaged_pool=11496, pagefile=2039808, peak_pagefile=2482176, private=2039808)",0.04541005602471852
5536,msedge.exe,HAL-9000\PrisonMike,running,2023-12-14 14:18:40,3:44:11.366009,"pmem(rss=16711680, vms=6705152, num_page_faults=5665, peak_wset=18698240, wset=16711680, peak_paged_pool=707240, paged_pool=706968, peak_nonpaged_pool=23640, nonpaged_pool=13320, pagefile=6705152, peak_pagefile=6828032, private=6705152)",0.10102128057843597
5664,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.382050,"pmem(rss=20156416, vms=10059776, num_page_faults=27348, peak_wset=22872064, wset=20156416, peak_paged_pool=174416, paged_pool=170416, peak_nonpaged_pool=34696, nonpaged_pool=17864, pagefile=10059776, peak_pagefile=10715136, private=10059776)",0.12184453963884398
5672,UserOOBEBroker.exe,HAL-9000\PrisonMike,running,2023-12-14 14:32:45,3:30:06.847323,"pmem(rss=9773056, vms=2129920, num_page_faults=3073, peak_wset=10612736, wset=9773056, peak_paged_pool=128840, paged_pool=126768, peak_nonpaged_pool=11280, nonpaged_pool=10192, pagefile=2129920, peak_pagefile=2379776, private=2129920)",0.05907764104415398
5692,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.392920,"pmem(rss=6922240, vms=1617920, num_page_faults=3941, peak_wset=7712768, wset=6922240, peak_paged_pool=78568, paged_pool=65512, peak_nonpaged_pool=38624, nonpaged_pool=9368, pagefile=1617920, peak_pagefile=1945600, private=1617920)",0.04184459906312666
5704,svchost.exe,,running,2023-12-14 17:33:29,0:29:22.568145,"pmem(rss=7581696, vms=1523712, num_page_faults=2112, peak_wset=7716864, wset=7581696, peak_paged_pool=65608, paged_pool=65416, peak_nonpaged_pool=10040, nonpaged_pool=8696, pagefile=1523712, peak_pagefile=1916928, private=1523712)",0.04583097802712867
5864,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.387192,"pmem(rss=8044544, vms=1998848, num_page_faults=15291, peak_wset=8736768, wset=8044544, peak_paged_pool=85048, paged_pool=82248, peak_nonpaged_pool=240872, nonpaged_pool=10568, pagefile=1998848, peak_pagefile=2859008, private=1998848)",0.048628871337266726
5916,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.391939,"pmem(rss=20963328, vms=9375744, num_page_faults=21338, peak_wset=23699456, wset=20963328, peak_paged_pool=196912, paged_pool=192232, peak_nonpaged_pool=85576, nonpaged_pool=28232, pagefile=9375744, peak_pagefile=10903552, private=9375744)",0.12672228284324394
5924,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.407295,"pmem(rss=6848512, vms=1507328, num_page_faults=2349, peak_wset=7540736, wset=6848512, peak_paged_pool=68120, paged_pool=66720, peak_nonpaged_pool=9784, nonpaged_pool=8968, pagefile=1507328, peak_pagefile=1748992, private=1507328)",0.04139891694292768
5968,AsusOptimization.exe,,running,2023-12-14 12:04:55,5:57:56.409516,"pmem(rss=7970816, vms=2445312, num_page_faults=4862, peak_wset=8691712, wset=7970816, peak_paged_pool=113296, paged_pool=103352, peak_nonpaged_pool=29960, nonpaged_pool=13048, pagefile=2445312, peak_pagefile=2605056, private=2445312)",0.04818318921706775
5976,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.419997,"pmem(rss=21245952, vms=4890624, num_page_faults=21535, peak_wset=25325568, wset=21245952, peak_paged_pool=174728, paged_pool=138104, peak_nonpaged_pool=86744, nonpaged_pool=21896, pagefile=4890624, peak_pagefile=10919936, private=4890624)",0.12843073097067337
6056,spoolsv.exe,,running,2023-12-14 12:04:55,5:57:56.422062,"pmem(rss=20078592, vms=7540736, num_page_faults=18372, peak_wset=23175168, wset=20078592, peak_paged_pool=188728, paged_pool=184664, peak_nonpaged_pool=49376, nonpaged_pool=25696, pagefile=7540736, peak_pagefile=8650752, private=7540736)",0.12137409740085615
6080,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.427864,"pmem(rss=28471296, vms=21266432, num_page_faults=236111, peak_wset=44396544, wset=28471296, peak_paged_pool=130584, paged_pool=128232, peak_nonpaged_pool=554384, nonpaged_pool=36800, pagefile=21266432, peak_pagefile=32550912, private=21266432)",0.17210757875017363
6108,nordvpn-service.exe,,running,2023-12-14 12:04:55,5:57:56.431202,"pmem(rss=71323648, vms=121462784, num_page_faults=385457, peak_wset=88834048, wset=71323648, peak_paged_pool=597928, paged_pool=562136, peak_nonpaged_pool=197984, nonpaged_pool=74144, pagefile=121462784, peak_pagefile=138096640, private=121462784)",0.43114793105693766
6360,LocationNotificationWindows.exe,HAL-9000\PrisonMike,running,2023-12-14 14:18:29,3:44:22.767109,"pmem(rss=7794688, vms=2162688, num_page_faults=13442, peak_wset=13295616, wset=7794688, peak_paged_pool=179032, paged_pool=170584, peak_nonpaged_pool=13792, nonpaged_pool=12096, pagefile=2162688, peak_pagefile=2306048, private=2162688)",0.04711850415214795
6400,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.365644,"pmem(rss=6369280, vms=1409024, num_page_faults=2111, peak_wset=7135232, wset=6369280, peak_paged_pool=70432, paged_pool=70160, peak_nonpaged_pool=10768, nonpaged_pool=9152, pagefile=1409024, peak_pagefile=1753088, private=1409024)",0.03850198316163429
6420,HPPrintScanDoctorService.exe,,running,2023-12-14 12:04:55,5:57:56.371848,"pmem(rss=13365248, vms=6029312, num_page_faults=18170, peak_wset=13996032, wset=13365248, peak_paged_pool=126488, paged_pool=125704, peak_nonpaged_pool=204920, nonpaged_pool=14584, pagefile=6029312, peak_pagefile=6418432, private=6029312)",0.08079226434495995
6428,AsusLinkNear.exe,,running,2023-12-14 12:04:55,5:57:56.380395,"pmem(rss=14716928, vms=4681728, num_page_faults=13426, peak_wset=16101376, wset=14716928, peak_paged_pool=156984, paged_pool=155256, peak_nonpaged_pool=141832, nonpaged_pool=18952, pagefile=4681728, peak_pagefile=5709824, private=4681728)",0.08896310321527462
6436,AsusSoftwareManager.exe,,running,2023-12-14 12:04:55,5:57:56.387751,"pmem(rss=17125376, vms=9990144, num_page_faults=187495, peak_wset=37756928, wset=17125376, peak_paged_pool=319592, paged_pool=298160, peak_nonpaged_pool=38920, nonpaged_pool=16896, pagefile=9990144, peak_pagefile=28487680, private=9990144)",0.10352205247510804
6444,mDNSResponder.exe,,running,2023-12-14 12:04:55,5:57:56.396056,"pmem(rss=7417856, vms=2527232, num_page_faults=40032, peak_wset=7798784, wset=7417856, peak_paged_pool=79448, paged_pool=78904, peak_nonpaged_pool=142084, nonpaged_pool=14328, pagefile=2527232, peak_pagefile=2727936, private=2527232)",0.04484057331557537
6452,FMService64.exe,,running,2023-12-14 12:04:55,5:57:56.404945,"pmem(rss=8343552, vms=2658304, num_page_faults=20981, peak_wset=9125888, wset=8343552, peak_paged_pool=110560, paged_pool=108704, peak_nonpaged_pool=15536, nonpaged_pool=11200, pagefile=2658304, peak_pagefile=2699264, private=2658304)",0.05043635993585148
6468,AsusSwitch.exe,,running,2023-12-14 12:04:55,5:57:56.413718,"pmem(rss=11685888, vms=2883584, num_page_faults=4333, peak_wset=11898880, wset=11685888, peak_paged_pool=129184, paged_pool=124992, peak_nonpaged_pool=20016, nonpaged_pool=11792, pagefile=2883584, peak_pagefile=3100672, private=2883584)",0.07064061605153868
6476,warp-svc.exe,,running,2023-12-14 12:04:55,5:57:56.421389,"pmem(rss=16367616, vms=31256576, num_page_faults=31243, peak_wset=42541056, wset=16367616, peak_paged_pool=193808, paged_pool=177424, peak_nonpaged_pool=140224, nonpaged_pool=16928, pagefile=31256576, peak_pagefile=31375360, private=31256576)",0.09894143068417405
6484,GameSDK.exe,,running,2023-12-14 12:04:55,5:57:56.431221,"pmem(rss=7217152, vms=1888256, num_page_faults=2561, peak_wset=8679424, wset=7217152, peak_paged_pool=79112, paged_pool=76680, peak_nonpaged_pool=12848, nonpaged_pool=11352, pagefile=1888256, peak_pagefile=2334720, private=1888256)",0.043627327543922595
6492,AuraWallpaperService.exe,,running,2023-12-14 12:04:55,5:57:56.442653,"pmem(rss=25595904, vms=22081536, num_page_faults=11629, peak_wset=30990336, wset=25595904, peak_paged_pool=286800, paged_pool=286528, peak_nonpaged_pool=22096, nonpaged_pool=20464, pagefile=22081536, peak_pagefile=22249472, private=22081536)",0.1547259760624133
6504,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.453735,"pmem(rss=42708992, vms=26800128, num_page_faults=137402, peak_wset=117297152, wset=42708992, peak_paged_pool=475344, paged_pool=269984, peak_nonpaged_pool=835664, nonpaged_pool=34680, pagefile=26800128, peak_pagefile=52805632, private=26800128)",0.25817374818415484
6512,ArmouryCrate.Service.exe,,running,2023-12-14 12:04:55,5:57:56.464196,"pmem(rss=49049600, vms=51089408, num_page_faults=82016, peak_wset=80797696, wset=49049600, peak_paged_pool=600000, paged_pool=515160, peak_nonpaged_pool=173872, nonpaged_pool=54464, pagefile=51089408, peak_pagefile=56885248, private=51089408)",0.29650241052126736
6528,AsusAppService.exe,,running,2023-12-14 12:04:55,5:57:56.476695,"pmem(rss=20250624, vms=4845568, num_page_faults=23013, peak_wset=26890240, wset=20250624, peak_paged_pool=300384, paged_pool=258840, peak_nonpaged_pool=24376, nonpaged_pool=19704, pagefile=4845568, peak_pagefile=5885952, private=4845568)",0.12241402234798712
6536,AsusSystemDiagnosis.exe,,running,2023-12-14 12:04:55,5:57:56.487773,"pmem(rss=11124736, vms=3616768, num_page_faults=13723, peak_wset=12509184, wset=11124736, peak_paged_pool=132040, paged_pool=123752, peak_nonpaged_pool=19032, nonpaged_pool=11480, pagefile=3616768, peak_pagefile=4259840, private=3616768)",0.06724847991446865
6544,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.498054,"pmem(rss=14716928, vms=4698112, num_page_faults=16236, peak_wset=17129472, wset=14716928, peak_paged_pool=314488, paged_pool=128464, peak_nonpaged_pool=215464, nonpaged_pool=29528, pagefile=4698112, peak_pagefile=6369280, private=4698112)",0.08896310321527462
6552,DAX3API.exe,,running,2023-12-14 12:04:55,5:57:56.508404,"pmem(rss=17702912, vms=12263424, num_page_faults=21553, peak_wset=24322048, wset=17702912, peak_paged_pool=161232, paged_pool=150712, peak_nonpaged_pool=29928, nonpaged_pool=18696, pagefile=12263424, peak_pagefile=12734464, private=12263424)",0.10701322908333338
6560,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.517848,"pmem(rss=10858496, vms=2961408, num_page_faults=8891, peak_wset=11870208, wset=10858496, peak_paged_pool=104848, paged_pool=104296, peak_nonpaged_pool=144128, nonpaged_pool=23520, pagefile=2961408, peak_pagefile=3977216, private=2961408)",0.06563907225819454
6568,OfficeClickToRun.exe,,running,2023-12-14 12:04:55,5:57:56.527414,"pmem(rss=38391808, vms=33390592, num_page_faults=28939, peak_wset=64778240, wset=38391808, peak_paged_pool=322568, paged_pool=310584, peak_nonpaged_pool=174400, nonpaged_pool=27400, pagefile=33390592, peak_pagefile=50626560, private=33390592)",0.23207658403472556
6580,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.534614,"pmem(rss=36982784, vms=43667456, num_page_faults=985099, peak_wset=59854848, wset=36982784, peak_paged_pool=187208, paged_pool=152552, peak_nonpaged_pool=828488, nonpaged_pool=23008, pagefile=43667456, peak_pagefile=54681600, private=43667456)",0.22355910351536723
6596,dllhost.exe,HAL-9000\PrisonMike,running,2023-12-14 14:18:29,3:44:22.480722,"pmem(rss=19087360, vms=8282112, num_page_faults=13432, peak_wset=23601152, wset=19087360, peak_paged_pool=191016, paged_pool=179672, peak_nonpaged_pool=44696, nonpaged_pool=25152, pagefile=8282112, peak_pagefile=12976128, private=8282112)",0.11538214889595871
6632,ArmouryCrateControlInterface.exe,,running,2023-12-14 12:04:55,5:57:56.543452,"pmem(rss=9957376, vms=2936832, num_page_faults=11020, peak_wset=12095488, wset=9957376, peak_paged_pool=150448, paged_pool=116920, peak_nonpaged_pool=25752, nonpaged_pool=12632, pagefile=2936832, peak_pagefile=3571712, private=2936832)",0.06019184634465143
6672,AsusLinkRemote.exe,,running,2023-12-14 12:04:55,5:57:56.549577,"pmem(rss=8577024, vms=6721536, num_page_faults=26783, peak_wset=17219584, wset=8577024, peak_paged_pool=131952, paged_pool=120568, peak_nonpaged_pool=13448, nonpaged_pool=11816, pagefile=6721536, peak_pagefile=10743808, private=6721536)",0.05184768664981493
6680,AsusSystemAnalysis.exe,,running,2023-12-14 12:04:55,5:57:56.558556,"pmem(rss=14282752, vms=4861952, num_page_faults=29774, peak_wset=17129472, wset=14282752, peak_paged_pool=190848, paged_pool=184096, peak_nonpaged_pool=28816, nonpaged_pool=17168, pagefile=4861952, peak_pagefile=5283840, private=4861952)",0.08633853072965839
6696,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.529406,"pmem(rss=20660224, vms=5156864, num_page_faults=13231, peak_wset=22781952, wset=20660224, peak_paged_pool=205808, paged_pool=176536, peak_nonpaged_pool=146352, nonpaged_pool=21464, pagefile=5156864, peak_pagefile=6832128, private=5156864)",0.12489003412687034
6840,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.561199,"pmem(rss=8880128, vms=2408448, num_page_faults=4542, peak_wset=10072064, wset=8880128, peak_paged_pool=94216, paged_pool=91880, peak_nonpaged_pool=17760, nonpaged_pool=12512, pagefile=2408448, peak_pagefile=3223552, private=2408448)",0.05367993536618853
6876,NordUpdateService.exe,,running,2023-12-14 12:04:55,5:57:56.566939,"pmem(rss=51089408, vms=79200256, num_page_faults=151547, peak_wset=60465152, wset=51089408, peak_paged_pool=541416, paged_pool=522888, peak_nonpaged_pool=167232, nonpaged_pool=46720, pagefile=79200256, peak_pagefile=92143616, private=79200256)",0.30883294918010584
6888,nvcontainer.exe,,running,2023-12-14 12:04:55,5:57:56.573949,"pmem(rss=38014976, vms=13692928, num_page_faults=55446, peak_wset=46456832, wset=38014976, peak_paged_pool=356800, paged_pool=323264, peak_nonpaged_pool=228560, nonpaged_pool=57256, pagefile=13692928, peak_pagefile=17313792, private=13692928)",0.229798653198153
6896,RaiDrive.Service.x64.exe,,running,2023-12-14 12:04:55,5:57:56.583584,"pmem(rss=43429888, vms=74997760, num_page_faults=36931, peak_wset=126902272, wset=43429888, peak_paged_pool=431256, paged_pool=430808, peak_nonpaged_pool=187592, nonpaged_pool=64304, pagefile=74997760, peak_pagefile=89628672, private=74997760)",0.2625315289149894
6912,mongod.exe,,running,2023-12-14 12:04:55,5:57:56.588961,"pmem(rss=36872192, vms=332500992, num_page_faults=129199, peak_wset=305696768, wset=36872192, peak_paged_pool=219744, paged_pool=209504, peak_nonpaged_pool=94528, nonpaged_pool=25888, pagefile=332500992, peak_pagefile=335224832, private=332500992)",0.22289058033506878
6920,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.603951,"pmem(rss=6307840, vms=1691648, num_page_faults=2162, peak_wset=7602176, wset=6307840, peak_paged_pool=74304, paged_pool=74032, peak_nonpaged_pool=45496, nonpaged_pool=43472, pagefile=1691648, peak_pagefile=2097152, private=1691648)",0.03813058139480181
6964,RefreshRateService.exe,,running,2023-12-14 12:04:55,5:57:56.617266,"pmem(rss=18911232, vms=16494592, num_page_faults=13201, peak_wset=24625152, wset=18911232, peak_paged_pool=236624, paged_pool=202016, peak_nonpaged_pool=36656, nonpaged_pool=20480, pagefile=16494592, peak_pagefile=17743872, private=16494592)",0.11431746383103894
7008,SessionService.exe,,running,2023-12-14 12:04:55,5:57:56.629378,"pmem(rss=3309568, vms=851968, num_page_faults=1133, peak_wset=3665920, wset=3309568, peak_paged_pool=32104, paged_pool=31832, peak_nonpaged_pool=5768, nonpaged_pool=5360, pagefile=851968, peak_pagefile=892928, private=851968)",0.020006175173376533
7016,ROGLiveService.exe,,running,2023-12-14 12:04:55,5:57:56.645970,"pmem(rss=21774336, vms=10432512, num_page_faults=42722, peak_wset=28721152, wset=21774336, peak_paged_pool=240360, paged_pool=223352, peak_nonpaged_pool=106600, nonpaged_pool=28776, pagefile=10432512, peak_pagefile=10690560, private=10432512)",0.13162478616543274
7024,RtkAudUService64.exe,,running,2023-12-14 12:04:55,5:57:56.659537,"pmem(rss=11575296, vms=7393280, num_page_faults=6371, peak_wset=15429632, wset=11575296, peak_paged_pool=188200, paged_pool=185848, peak_nonpaged_pool=25424, nonpaged_pool=17496, pagefile=7393280, peak_pagefile=7614464, private=7393280)",0.0699720928712402
7032,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.672525,"pmem(rss=10764288, vms=3031040, num_page_faults=6124, peak_wset=12836864, wset=10764288, peak_paged_pool=132040, paged_pool=117976, peak_nonpaged_pool=1067496, nonpaged_pool=13736, pagefile=3031040, peak_pagefile=4370432, private=3031040)",0.06506958954905141
7040,svchost.exe,,running,2023-12-14 12:04:55,5:57:56.683644,"pmem(rss=5279744, vms=1339392, num_page_faults=1782, peak_wset=6078464, wset=5279744, peak_paged_pool=63800, paged_pool=61648, peak_nonpaged_pool=16128, nonpaged_pool=9600, pagefile=1339392, peak_pagefile=1589248, private=1339392)",0.03191579182980489
7092,WindscribeService.exe,,running,2023-12-14 12:04:55,5:57:56.689771,"pmem(rss=7057408, vms=1708032, num_page_faults=2482, peak_wset=8265728, wset=7057408, peak_paged_pool=107720, paged_pool=107448, peak_nonpaged_pool=14880, nonpaged_pool=10656, pagefile=1708032, peak_pagefile=1830912, private=1708032)",0.04266168295015813
7100,MsMpEng.exe,,running,2023-12-14 12:04:55,5:57:56.702027,"pmem(rss=172908544, vms=318078976, num_page_faults=531324, peak_wset=285396992, wset=172908544, peak_paged_pool=819432, paged_pool=615664, peak_nonpaged_pool=306296, nonpaged_pool=129240, pagefile=318078976, peak_pagefile=366231552, private=318078976)",1.0452236123377687
7112,svchost.exe,,running,2023-12-14 12:07:03,5:55:48.564715,"pmem(rss=12713984, vms=3010560, num_page_faults=10494, peak_wset=15417344, wset=12713984, peak_paged_pool=173696, paged_pool=120112, peak_nonpaged_pool=24712, nonpaged_pool=14120, pagefile=3010560, peak_pagefile=5349376, private=3010560)",0.0768554056165356
7116,TeamViewer_Service.exe,,running,2023-12-14 12:04:55,5:57:56.724737,"pmem(rss=20856832, vms=17678336, num_page_faults=11234, peak_wset=28913664, wset=20856832, peak_paged_pool=221776, paged_pool=210336, peak_nonpaged_pool=243276, nonpaged_pool=242868, pagefile=17678336, peak_pagefile=17977344, private=17678336)",0.12607851978073428
7128,launcher-x64.exe,,running,2023-12-14 12:04:55,5:57:56.734746,"pmem(rss=5599232, vms=1282048, num_page_faults=1918, peak_wset=6291456, wset=5599232, peak_paged_pool=86840, paged_pool=85240, peak_nonpaged_pool=18064, nonpaged_pool=8680, pagefile=1282048, peak_pagefile=1445888, private=1282048)",0.033847081017333816
7252,gamingservices.exe,,running,2023-12-14 12:04:55,5:57:56.736450,"pmem(rss=33267712, vms=9658368, num_page_faults=51153, peak_wset=35438592, wset=33267712, peak_paged_pool=298960, paged_pool=280440, peak_nonpaged_pool=1604104, nonpaged_pool=28616, pagefile=9658368, peak_pagefile=10694656, private=9658368)",0.20110167668089632
7260,WTabletServicePro.exe,,running,2023-12-14 12:04:55,5:57:56.747453,"pmem(rss=8826880, vms=2260992, num_page_faults=13376000, peak_wset=10305536, wset=8826880, peak_paged_pool=141664, paged_pool=119568, peak_nonpaged_pool=22480, nonpaged_pool=9632, pagefile=2260992, peak_pagefile=3014656, private=2260992)",0.05335805383493371
7268,wslservice.exe,,running,2023-12-14 12:04:55,5:57:56.757088,"pmem(rss=17891328, vms=4747264, num_page_faults=7731, peak_wset=18841600, wset=17891328, peak_paged_pool=200480, paged_pool=199336, peak_nonpaged_pool=141528, nonpaged_pool=18376, pagefile=4747264, peak_pagefile=6569984, private=4747264)",0.10815219450161968
7340,cmd.exe,HAL-9000\PrisonMike,running,2023-12-14 14:18:39,3:44:12.792531,"pmem(rss=2314240, vms=3801088, num_page_faults=5887, peak_wset=18378752, wset=2314240, peak_paged_pool=215072, paged_pool=195912, peak_nonpaged_pool=25976, nonpaged_pool=13032, pagefile=3801088, peak_pagefile=11390976, private=3801088)",0.013989466550690275
7348,ArmouryCrate.UserSessionHelper.exe,HAL-9000\PrisonMike,running,2023-12-14 14:18:29,3:44:23.539232,"pmem(rss=81469440, vms=75993088, num_page_faults=437443, peak_wset=101027840, wset=81469440, peak_paged_pool=1031000, paged_pool=714344, peak_nonpaged_pool=291336, nonpaged_pool=100288, pagefile=75993088, peak_pagefile=76382208, private=75993088)",0.4924787428198753
7408,PowerToys.Awake.exe,HAL-9000\PrisonMike,running,2023-12-14 14:18:23,3:44:29.437467,"pmem(rss=16326656, vms=13271040, num_page_faults=22530, peak_wset=44060672, wset=16326656, peak_paged_pool=353464, paged_pool=351992, peak_nonpaged_pool=45016, nonpaged_pool=44200, pagefile=13271040, peak_pagefile=13729792, private=13271040)",0.09869382950628573
7480,gamingservicesnet.exe,,running,2023-12-14 12:04:55,5:57:56.767695,"pmem(rss=4771840, vms=1134592, num_page_faults=1684, peak_wset=5832704, wset=4771840, peak_paged_pool=63976, paged_pool=61544, peak_nonpaged_pool=7600, nonpaged_pool=7192, pagefile=1134592, peak_pagefile=1220608, private=1134592)",0.02884553722398968
7632,audiodg.exe,,running,2023-12-14 14:17:40,3:45:11.853013,"pmem(rss=23683072, vms=17117184, num_page_faults=80767, peak_wset=116412416, wset=23683072, peak_paged_pool=174560, paged_pool=171104, peak_nonpaged_pool=27424, nonpaged_pool=19352, pagefile=17117184, peak_pagefile=342249472, private=17117184)",0.14316300105502863
7860,conhost.exe,,running,2023-12-14 12:04:55,5:57:56.733551,"pmem(rss=7430144, vms=5869568, num_page_faults=3434, peak_wset=12627968, wset=7430144, peak_paged_pool=108384, paged_pool=106288, peak_nonpaged_pool=11096, nonpaged_pool=10456, pagefile=5869568, peak_pagefile=5947392, private=5869568)",0.04491485366894187
7932,explorer.exe,HAL-9000\PrisonMike,running,2023-12-14 14:18:19,3:44:33.221773,"pmem(rss=320086016, vms=313458688, num_page_faults=810524, peak_wset=402259968, wset=320086016, peak_paged_pool=7823224, paged_pool=2918536, peak_nonpaged_pool=1183624, nonpaged_pool=158928, pagefile=313458688, peak_pagefile=357457920, private=313458688)",1.9349041647260923
8148,Wacom_Tablet.exe,,running,2023-12-14 14:18:21,3:44:31.158122,"pmem(rss=30883840, vms=16105472, num_page_faults=44669, peak_wset=46977024, wset=30883840, peak_paged_pool=621976, paged_pool=312192, peak_nonpaged_pool=51176, nonpaged_pool=26352, pagefile=16105472, peak_pagefile=25124864, private=16105472)",0.1866912881277959
